car_id,vehicle_age,km_driven,seller_type
6914,3,28000,Individual
6915,4,30000,Individual
6916,4,25000,Individual
6917,6,60000,Dealer
6918,4,37000,Dealer
6919,4,28000,Dealer
6920,3,9000,Dealer
6921,3,5000,Dealer
6922,4,52532,Dealer
6923,3,36313,Dealer
6924,4,32000,Dealer
6925,3,2500,Dealer
6926,3,42000,Dealer
6927,3,41000,Dealer
6928,4,57000,Dealer
6929,2,5000,Dealer
6930,4,31000,Dealer
6931,2,20149,Dealer
6932,3,5381,Dealer
6933,4,32000,Dealer
6934,3,16000,Dealer
6935,3,36840,Dealer
6936,4,32455,Dealer
6937,5,48000,Dealer
6938,5,29035,Dealer
6939,3,27120,Dealer
6940,2,23000,Dealer
6941,5,13552,Dealer
6942,5,31000,Dealer
6943,4,39871,Dealer
6944,3,31000,Dealer
6945,4,31805,Dealer
6946,3,35505,Dealer
6947,4,32100,Individual
6948,5,9500,Individual
6949,4,24800,Individual
6950,3,110000,Individual
6951,4,1000,Individual
6952,3,15000,Individual
6953,4,35000,Individual
6954,2,15000,Individual
6955,2,15000,Individual
6956,4,60000,Individual
6957,2,10000,Individual
6958,3,36500,Individual
6959,4,10000,Individual
6960,2,3000,Individual
6961,4,30000,Individual
6962,2,35000,Individual
6963,4,20000,Individual
6964,2,10000,Individual
6965,5,80000,Individual
6966,5,90000,Individual
6967,4,40000,Individual
6968,3,30000,Individual
6969,4,80000,Individual
6970,2,6500,Individual
6971,4,30000,Individual
6972,4,40000,Individual
6973,3,7000,Individual
6974,3,20000,Individual
6975,3,30000,Individual
6976,3,25000,Individual
6977,4,100000,Individual
6978,5,70000,Individual
6979,4,10000,Individual
6980,4,50000,Individual
6981,3,20000,Individual
6982,2,12000,Individual
6983,5,35000,Individual
6984,4,9000,Individual
6985,3,80000,Individual
6986,3,50000,Individual
6987,3,20000,Individual
6988,3,38000,Individual
6989,3,25000,Individual
6990,2,5000,Individual
6991,4,31000,Individual
6992,5,35000,Individual
6993,5,25000,Individual
6994,2,10000,Individual
6995,3,30000,Individual
6996,2,11000,Individual
6997,3,60000,Individual
6998,3,49500,Individual
6999,2,16876,Individual
7000,2,10000,Individual
7001,4,50000,Individual
7002,2,10000,Individual
7003,2,35000,Individual
7004,2,20000,Individual
7005,4,15000,Individual
7006,4,30000,Individual
7007,2,15000,Individual
7008,2,16000,Individual
7009,4,30000,Individual
7010,3,25656,Trustmark Dealer
7011,3,9500,Dealer
7012,3,15572,Dealer
7013,3,17206,Dealer
7014,3,16000,Dealer
7015,3,40000,Individual
7016,3,50000,Individual
7017,4,35000,Individual
7018,4,25000,Individual
7019,3,60000,Individual
7020,3,10000,Individual
7021,3,90000,Individual
7022,3,15000,Individual
7023,3,80000,Individual
7024,3,25000,Individual
7025,3,25000,Individual
7026,4,13230,Individual
7027,3,40000,Individual
7028,3,30000,Individual
7029,3,70000,Individual
7030,3,35000,Individual
7031,4,40159,Trustmark Dealer
7032,2,21860,Dealer
7033,5,27000,Dealer
7034,1,3800,Individual
7035,4,28321,Dealer
7036,7,28000,Dealer
7037,9,51000,Dealer
7038,5,13300,Dealer
7039,6,34000,Dealer
7040,15,55000,Dealer
7041,10,54688,Dealer
7042,15,127000,Dealer
7043,5,67000,Dealer
7044,11,75000,Dealer
7045,11,83000,Dealer
7046,4,45000,Dealer
7047,7,56000,Dealer
7048,11,75000,Dealer
7049,15,84800,Dealer
7050,11,68000,Dealer
7051,13,63248,Dealer
7052,10,48634,Dealer
7053,13,66000,Dealer
7054,7,58000,Dealer
7055,10,70255,Dealer
7056,11,78300,Dealer
7057,6,82000,Dealer
7058,12,63000,Dealer
7059,11,27284,Dealer
7060,8,51200,Dealer
7061,7,44651,Dealer
7062,8,53000,Dealer
7063,10,30000,Individual
7064,10,70000,Individual
7065,10,40000,Individual
7066,11,75000,Individual
7067,10,30000,Individual
7068,11,70000,Individual
7069,11,36000,Individual
7070,9,41000,Dealer
7071,5,37000,Dealer
7072,9,52000,Dealer
7073,10,70000,Dealer
7074,6,78000,Dealer
7075,8,37000,Dealer
7076,9,66539,Dealer
7077,6,19000,Dealer
7078,10,32000,Dealer
7079,7,50000,Dealer
7080,6,36000,Dealer
7081,8,64529,Dealer
7082,8,50000,Dealer
7083,4,48148,Dealer
7084,9,38000,Dealer
7085,9,50500,Dealer
7086,8,41000,Dealer
7087,7,42120,Dealer
7088,10,94991,Dealer
7089,9,62000,Dealer
7090,5,65000,Dealer
7091,7,60000,Dealer
7092,7,58000,Dealer
7093,9,85508,Dealer
7094,9,85517,Dealer
7095,7,98145,Dealer
7096,7,85195,Dealer
7097,11,88466,Dealer
7098,8,54000,Dealer
7099,9,84000,Dealer
7100,8,70000,Individual
7101,8,32000,Individual
7102,7,70000,Individual
7103,8,13000,Individual
7104,8,30000,Individual
7105,8,97000,Individual
7106,8,20000,Individual
7107,8,50000,Individual
7108,8,50000,Individual
7109,7,70000,Individual
7110,9,58000,Individual
7111,9,35000,Individual
7112,9,106600,Individual
7113,9,40000,Individual
7114,9,100000,Individual
7115,10,35000,Individual
7116,7,54000,Individual
7117,9,60000,Individual
7118,8,71000,Individual
7119,7,50000,Individual
7120,9,90000,Individual
7121,9,126000,Individual
7122,9,43000,Individual
7123,8,63000,Individual
7124,8,73695,Trustmark Dealer
7125,7,72597,Trustmark Dealer
7126,9,46000,Dealer
7127,9,49948,Dealer
7128,11,44000,Dealer
7129,7,11275,Dealer
7130,7,36000,Dealer
7131,7,114605,Dealer
7132,9,55236,Dealer
7133,8,78000,Dealer
7134,8,33537,Dealer
7135,9,37809,Dealer
7136,10,35000,Dealer
7137,10,51000,Dealer
7138,7,94000,Dealer
7139,8,56694,Dealer
7140,8,37000,Dealer
7141,13,78000,Dealer
7142,8,10000,Dealer
7143,8,56000,Dealer
7144,5,29456,Dealer
7145,11,35966,Dealer
7146,5,62454,Dealer
7147,12,42000,Dealer
7148,7,70123,Dealer
7149,8,56194,Dealer
7150,6,43937,Dealer
7151,8,65000,Dealer
7152,6,32524,Dealer
7153,8,41170,Dealer
7154,8,50000,Dealer
7155,7,33000,Dealer
7156,8,75823,Dealer
7157,12,56000,Dealer
7158,7,56815,Dealer
7159,10,85000,Dealer
7160,7,50340,Dealer
7161,10,35955,Dealer
7162,12,51800,Dealer
7163,7,44852,Dealer
7164,11,59117,Dealer
7165,9,66581,Dealer
7166,12,58000,Dealer
7167,9,65000,Dealer
7168,7,66251,Dealer
7169,6,57429,Dealer
7170,7,38000,Dealer
7171,10,62000,Dealer
7172,7,80000,Dealer
7173,7,45000,Dealer
7174,12,68000,Dealer
7175,6,52000,Dealer
7176,5,35000,Dealer
7177,11,65000,Dealer
7178,9,55000,Dealer
7179,7,72001,Dealer
7180,5,62000,Dealer
7181,8,78619,Dealer
7182,9,55236,Dealer
7183,7,55837,Dealer
7184,4,48000,Dealer
7185,5,52490,Dealer
7186,7,62000,Dealer
7187,6,51000,Dealer
7188,10,44070,Dealer
7189,12,69000,Dealer
7190,11,72000,Dealer
7191,9,45000,Dealer
7192,7,70000,Dealer
7193,9,29548,Dealer
7194,5,50125,Dealer
7195,8,38000,Dealer
7196,8,43000,Dealer
7197,4,53154,Dealer
7198,8,72647,Dealer
7199,10,80930,Dealer
7200,8,46100,Dealer
7201,8,60855,Dealer
7202,9,45000,Dealer
7203,9,37801,Dealer
7204,8,45529,Dealer
7205,9,66000,Dealer
7206,12,59000,Individual
7207,12,76963,Individual
7208,7,70000,Individual
7209,9,60000,Individual
7210,7,40000,Individual
7211,4,120000,Individual
7212,8,110000,Individual
7213,10,70000,Individual
7214,4,110000,Individual
7215,8,21000,Individual
7216,5,30000,Individual
7217,9,58000,Individual
7218,11,90000,Individual
7219,13,115000,Individual
7220,5,120000,Individual
7221,9,80000,Individual
7222,6,120000,Individual
7223,9,34000,Individual
7224,7,70000,Individual
7225,9,70000,Individual
7226,8,154000,Individual
7227,8,40000,Individual
7228,6,50000,Individual
7229,6,12000,Individual
7230,6,80000,Individual
7231,4,120000,Individual
7232,12,38000,Individual
7233,8,105000,Individual
7234,13,84500,Individual
7235,10,80000,Individual
7236,3,100000,Individual
7237,9,60000,Individual
7238,10,80000,Individual
7239,9,25000,Individual
7240,6,80000,Individual
7241,7,101000,Individual
7242,3,114000,Individual
7243,8,114000,Individual
7244,11,120000,Individual
7245,6,212000,Individual
7246,10,70000,Individual
7247,8,60000,Individual
7248,8,70000,Individual
7249,6,44000,Individual
7250,9,90000,Individual
7251,12,145000,Individual
7252,11,50000,Individual
7253,7,101000,Individual
7254,3,40000,Individual
7255,9,80000,Individual
7256,7,46000,Individual
7257,10,83000,Individual
7258,12,40000,Individual
7259,9,100000,Individual
7260,9,35000,Individual
7261,9,32000,Individual
7262,10,70000,Individual
7263,8,86300,Individual
7264,8,64000,Individual
7265,8,100000,Individual
7266,5,189000,Individual
7267,7,110000,Individual
7268,11,52000,Individual
7269,7,60000,Individual
7270,12,40000,Individual
7271,8,48987,Trustmark Dealer
7272,7,74326,Trustmark Dealer
7273,6,59000,Dealer
7274,8,64000,Dealer
7275,5,34000,Dealer
7276,4,33869,Dealer
7277,6,16942,Dealer
7278,5,13433,Dealer
7279,5,35118,Dealer
7280,4,28000,Dealer
7281,5,54000,Dealer
7282,4,53200,Dealer
7283,7,57432,Dealer
7284,5,45000,Dealer
7285,3,41612,Dealer
7286,8,31497,Dealer
7287,8,45000,Dealer
7288,8,41000,Dealer
7289,6,59123,Dealer
7290,6,21000,Dealer
7291,8,57239,Dealer
7292,8,51112,Dealer
7293,2,2277,Dealer
7294,3,12000,Dealer
7295,6,73000,Dealer
7296,2,4387,Dealer
7297,3,11000,Dealer
7298,5,50000,Dealer
7299,7,78000,Dealer
7300,5,57000,Dealer
7301,4,20350,Dealer
7302,5,49000,Dealer
7303,6,67500,Dealer
7304,6,39441,Dealer
7305,2,35000,Dealer
7306,3,11000,Dealer
7307,5,56348,Dealer
7308,6,59000,Dealer
7309,4,45000,Dealer
7310,6,36000,Dealer
7311,5,40000,Dealer
7312,8,33456,Dealer
7313,5,52306,Dealer
7314,6,40000,Dealer
7315,4,32000,Dealer
7316,2,19000,Dealer
7317,7,49000,Dealer
7318,6,60500,Dealer
7319,7,52000,Dealer
7320,8,53000,Dealer
7321,5,45000,Dealer
7322,6,33000,Dealer
7323,6,22000,Dealer
7324,4,51000,Dealer
7325,3,12000,Dealer
7326,6,59861,Dealer
7327,4,30073,Dealer
7328,6,57000,Dealer
7329,5,46000,Dealer
7330,7,87200,Dealer
7331,3,40200,Dealer
7332,4,19500,Dealer
7333,4,42000,Dealer
7334,5,44000,Dealer
7335,4,55000,Dealer
7336,3,38000,Dealer
7337,7,55200,Dealer
7338,4,32000,Dealer
7339,7,58000,Dealer
7340,3,27000,Dealer
7341,6,73000,Dealer
7342,7,53000,Dealer
7343,5,79000,Dealer
7344,7,35000,Dealer
7345,5,40000,Dealer
7346,7,49000,Dealer
7347,8,55000,Dealer
7348,8,78000,Dealer
7349,2,15787,Dealer
7350,4,33033,Dealer
7351,6,37000,Dealer
7352,8,28802,Dealer
7353,8,30000,Dealer
7354,6,59962,Dealer
7355,8,35000,Dealer
7356,4,22345,Dealer
7357,7,50000,Individual
7358,3,50000,Individual
7359,4,58900,Individual
7360,6,120000,Individual
7361,6,28000,Individual
7362,3,30000,Individual
7363,7,25000,Individual
7364,4,50000,Individual
7365,7,20000,Individual
7366,6,40000,Individual
7367,3,25000,Individual
7368,7,54000,Individual
7369,5,25000,Individual
7370,5,7500,Individual
7371,7,46000,Individual
7372,4,80000,Individual
7373,6,80000,Individual
7374,6,25000,Individual
7375,3,33000,Individual
7376,4,35000,Individual
7377,6,90000,Individual
7378,5,18800,Individual
7379,7,44000,Individual
7380,4,85000,Individual
7381,6,42000,Individual
7382,4,51000,Individual
7383,5,15000,Individual
7384,6,50000,Individual
7385,6,25000,Individual
7386,3,40000,Individual
7387,8,28000,Individual
7388,5,70000,Individual
7389,3,25000,Individual
7390,4,40000,Individual
7391,3,20000,Individual
7392,5,40000,Individual
7393,6,41604,Trustmark Dealer
7394,6,65445,Trustmark Dealer
7395,4,32650,Trustmark Dealer
7396,7,39337,Trustmark Dealer
7397,5,52312,Trustmark Dealer
7398,4,58000,Dealer
7399,3,21450,Dealer
7400,6,49743,Dealer
7401,5,43652,Dealer
7402,4,30000,Individual
7403,3,10000,Individual
7404,3,8000,Individual
7405,5,20000,Individual
7406,5,35000,Individual
7407,3,5000,Individual
7408,5,75000,Individual
7409,4,20000,Individual
7410,3,50000,Individual
7411,5,40000,Individual
7412,3,5000,Individual
7413,4,27000,Individual
7414,5,55000,Individual
7415,5,37000,Individual
7416,4,5000,Individual
7417,4,35000,Individual
7418,5,19543,Individual
7419,6,30000,Individual
7420,6,20319,Dealer
7421,5,14000,Dealer
7422,5,41001,Dealer
7423,5,25780,Dealer
7424,5,35000,Dealer
7425,4,19300,Dealer
7426,4,59819,Dealer
7427,5,35000,Dealer
7428,5,35000,Dealer
7429,4,44000,Dealer
7430,5,35000,Dealer
7431,6,61000,Dealer
7432,5,61304,Dealer
7433,5,68000,Dealer
7434,5,49392,Dealer
7435,4,17000,Dealer
7436,3,43266,Dealer
7437,6,58000,Individual
7438,5,60000,Individual
7439,3,40000,Individual
7440,4,32700,Individual
7441,2,31000,Individual
7442,5,40000,Individual
7443,5,40000,Individual
7444,3,60000,Individual
7445,5,30000,Individual
7446,4,40000,Individual
7447,4,19093,Trustmark Dealer
7448,1,20000,Individual
7449,8,89929,Dealer
7450,5,63000,Dealer
7451,4,51952,Dealer
7452,4,44000,Dealer
7453,5,98000,Dealer
7454,6,41000,Dealer
7455,4,75500,Dealer
7456,3,75000,Dealer
7457,4,76500,Dealer
7458,2,36800,Dealer
7459,5,9700,Dealer
7460,5,62000,Dealer
7461,3,54495,Dealer
7462,5,39000,Dealer
7463,5,63000,Dealer
7464,6,63000,Dealer
7465,5,63000,Dealer
7466,5,86400,Dealer
7467,2,21000,Dealer
7468,5,25000,Dealer
7469,6,60942,Dealer
7470,6,58111,Dealer
7471,5,72000,Dealer
7472,3,36000,Dealer
7473,6,62000,Dealer
7474,4,66900,Individual
7475,5,100000,Individual
7476,4,100000,Individual
7477,4,50000,Individual
7478,4,25000,Individual
7479,4,120000,Individual
7480,4,150000,Individual
7481,3,25000,Individual
7482,4,20000,Individual
7483,4,77000,Individual
7484,5,60000,Individual
7485,15,67000,Dealer
7486,15,82000,Dealer
7487,6,48000,Dealer
7488,12,72546,Dealer
7489,13,34273,Dealer
7490,11,57000,Dealer
7491,12,65000,Dealer
7492,11,62000,Dealer
7493,10,53000,Dealer
7494,12,54000,Dealer
7495,13,93000,Dealer
7496,13,57000,Dealer
7497,14,75000,Dealer
7498,12,53000,Dealer
7499,13,75900,Individual
7500,14,60000,Individual
7501,12,60000,Individual
7502,13,60000,Individual
7503,13,80000,Individual
7504,12,100000,Individual
7505,5,76000,Dealer
7506,2,27645,Dealer
7507,4,106000,Dealer
7508,6,37006,Dealer
7509,5,38000,Dealer
7510,6,49000,Dealer
7511,6,48767,Dealer
7512,6,75000,Dealer
7513,4,63500,Dealer
7514,2,15260,Dealer
7515,5,35000,Dealer
7516,5,40000,Dealer
7517,7,64000,Dealer
7518,5,86000,Dealer
7519,5,59000,Dealer
7520,6,78000,Dealer
7521,4,40000,Dealer
7522,4,67000,Dealer
7523,6,49986,Dealer
7524,4,31400,Dealer
7525,5,67518,Dealer
7526,6,48000,Dealer
7527,6,67181,Dealer
7528,4,13000,Dealer
7529,4,43000,Dealer
7530,6,64000,Dealer
7531,6,53698,Dealer
7532,4,68000,Dealer
7533,4,44046,Dealer
7534,3,33000,Dealer
7535,5,41000,Dealer
7536,5,115000,Dealer
7537,5,68429,Dealer
7538,3,30000,Dealer
7539,6,55000,Dealer
7540,5,115852,Dealer
7541,5,66000,Dealer
7542,7,45498,Dealer
7543,4,52000,Dealer
7544,4,57000,Dealer
7545,5,80000,Dealer
7546,5,85000,Dealer
7547,5,50000,Dealer
7548,5,68193,Dealer
7549,5,86000,Dealer
7550,4,60000,Dealer
7551,3,28500,Dealer
7552,6,77000,Dealer
7553,5,42564,Dealer
7554,4,35700,Dealer
7555,5,28963,Dealer
7556,4,62320,Dealer
7557,4,67238,Dealer
7558,5,39000,Dealer
7559,5,32568,Dealer
7560,5,34000,Dealer
7561,3,36000,Dealer
7562,3,24099,Dealer
7563,7,34900,Dealer
7564,5,48048,Dealer
7565,6,62000,Dealer
7566,5,72000,Dealer
7567,5,43000,Dealer
7568,6,49000,Dealer
7569,3,20000,Dealer
7570,5,69000,Dealer
7571,4,28297,Dealer
7572,6,39085,Dealer
7573,6,61000,Dealer
7574,4,64000,Dealer
7575,7,47000,Dealer
7576,6,56000,Dealer
7577,4,47000,Dealer
7578,6,84000,Dealer
7579,5,52000,Dealer
7580,4,39000,Dealer
7581,4,55000,Dealer
7582,5,56000,Dealer
7583,4,480000,Dealer
7584,6,63000,Dealer
7585,4,62000,Dealer
7586,4,38000,Dealer
7587,4,46991,Dealer
7588,5,42676,Dealer
7589,6,108156,Dealer
7590,4,69999,Dealer
7591,4,51000,Dealer
7592,3,19850,Dealer
7593,5,89000,Dealer
7594,4,56000,Dealer
7595,4,48000,Dealer
7596,4,45000,Dealer
7597,6,48002,Dealer
7598,5,52000,Dealer
7599,6,49570,Dealer
7600,6,49000,Dealer
7601,5,47000,Dealer
7602,4,55000,Dealer
7603,4,38629,Dealer
7604,4,44000,Dealer
7605,5,63000,Dealer
7606,6,48000,Dealer
7607,4,45185,Dealer
7608,5,72000,Dealer
7609,4,47000,Dealer
7610,5,49000,Dealer
7611,4,70000,Dealer
7612,5,62563,Dealer
7613,5,80000,Dealer
7614,6,41348,Dealer
7615,5,60000,Dealer
7616,5,62000,Dealer
7617,3,27000,Dealer
7618,4,55000,Dealer
7619,6,45000,Dealer
7620,7,160000,Individual
7621,5,120000,Individual
7622,6,60000,Individual
7623,3,70000,Individual
7624,5,35000,Individual
7625,5,100000,Individual
7626,5,94400,Individual
7627,5,49411,Individual
7628,5,70000,Individual
7629,4,100000,Individual
7630,3,17000,Individual
7631,5,58400,Individual
7632,7,73000,Individual
7633,4,60000,Individual
7634,5,99000,Individual
7635,5,50000,Individual
7636,5,45000,Individual
7637,6,30000,Individual
7638,6,70000,Individual
7639,6,60000,Individual
7640,6,120000,Individual
7641,3,24300,Individual
7642,4,130000,Individual
7643,5,60000,Individual
7644,6,100000,Individual
7645,5,110000,Individual
7646,5,40000,Individual
7647,6,103000,Individual
7648,7,78000,Individual
7649,5,70000,Individual
7650,5,25000,Individual
7651,5,50000,Individual
7652,6,40000,Individual
7653,6,80000,Individual
7654,6,65000,Individual
7655,6,60000,Individual
7656,5,20000,Individual
7657,6,90000,Individual
7658,3,20000,Individual
7659,5,35000,Individual
7660,3,50000,Individual
7661,7,120000,Individual
7662,5,100000,Individual
7663,4,40000,Individual
7664,3,40000,Individual
7665,4,110000,Individual
7666,2,50000,Individual
7667,5,110000,Individual
7668,5,135000,Individual
7669,5,49500,Individual
7670,3,90000,Individual
7671,4,25000,Individual
7672,3,90000,Individual
7673,6,40000,Individual
7674,5,35000,Individual
7675,5,103000,Individual
7676,7,120000,Individual
7677,6,130000,Individual
7678,6,50000,Dealer
7679,5,10000,Dealer
7680,5,62150,Dealer
7681,9,24000,Dealer
7682,7,40000,Dealer
7683,3,1902,Dealer
7684,12,91200,Dealer
7685,1,7151,Dealer
7686,6,54500,Dealer
7687,3,28000,Dealer
7688,13,42000,Dealer
7689,8,30000,Dealer
7690,4,30500,Dealer
7691,7,51000,Dealer
7692,12,44000,Dealer
7693,10,48000,Dealer
7694,1,8000,Individual
7695,1,10000,Individual
7696,1,10000,Individual
7697,7,50000,Dealer
7698,7,66250,Dealer
7699,6,41021,Dealer
7700,4,18767,Dealer
7701,4,52000,Dealer
7702,6,48200,Dealer
7703,4,70000,Dealer
7704,6,98000,Dealer
7705,8,73000,Dealer
7706,6,76000,Dealer
7707,4,65000,Dealer
7708,4,60000,Dealer
7709,4,19000,Dealer
7710,4,35000,Dealer
7711,5,72000,Dealer
7712,3,24812,Dealer
7713,5,57246,Dealer
7714,4,19000,Dealer
7715,5,72447,Dealer
7716,9,67235,Dealer
7717,4,49000,Dealer
7718,4,23000,Dealer
7719,5,76000,Dealer
7720,5,41974,Dealer
7721,5,84000,Dealer
7722,5,65000,Dealer
7723,8,138000,Dealer
7724,4,51000,Dealer
7725,5,33213,Dealer
7726,7,79000,Dealer
7727,9,76000,Dealer
7728,2,42000,Dealer
7729,5,44160,Dealer
7730,5,42000,Dealer
7731,8,55000,Dealer
7732,5,46000,Dealer
7733,4,62000,Dealer
7734,4,50000,Dealer
7735,4,44000,Dealer
7736,2,22000,Dealer
7737,2,25000,Dealer
7738,5,45700,Dealer
7739,4,63001,Dealer
7740,8,57593,Dealer
7741,5,68219,Dealer
7742,8,72000,Dealer
7743,5,51500,Dealer
7744,4,70000,Dealer
7745,5,58000,Dealer
7746,3,75000,Dealer
7747,4,34000,Dealer
7748,4,51234,Dealer
7749,5,55000,Dealer
7750,4,68000,Dealer
7751,5,36700,Dealer
7752,4,19000,Dealer
7753,3,76000,Dealer
7754,6,40000,Dealer
7755,5,25000,Dealer
7756,6,94000,Dealer
7757,6,75000,Dealer
7758,5,57000,Dealer
7759,8,53080,Dealer
7760,3,30000,Individual
7761,4,50000,Individual
7762,2,25000,Individual
7763,4,40000,Individual
7764,4,100000,Individual
7765,5,50000,Individual
7766,5,48805,Individual
7767,5,80000,Individual
7768,4,35000,Individual
7769,6,72000,Individual
7770,2,30000,Individual
7771,3,5000,Individual
7772,2,20000,Individual
7773,4,65000,Individual
7774,5,50000,Individual
7775,3,80000,Individual
7776,4,60000,Individual
7777,2,45000,Individual
7778,2,20000,Individual
7779,5,103000,Individual
7780,2,25000,Individual
7781,5,90000,Individual
7782,4,60000,Individual
7783,4,80000,Individual
7784,5,40000,Individual
7785,5,37000,Individual
7786,5,110000,Individual
7787,4,50000,Individual
7788,5,135000,Individual
7789,5,132000,Individual
7790,5,56000,Individual
7791,5,86000,Individual
7792,4,63000,Individual
7793,5,30000,Individual
7794,2,15000,Individual
7795,5,75815,Dealer
7796,6,80000,Dealer
7797,7,59000,Dealer
7798,6,46000,Dealer
7799,2,23368,Dealer
7800,2,23441,Dealer
7801,2,47000,Individual
7802,3,26000,Dealer
7803,4,45000,Dealer
7804,5,65000,Dealer
7805,4,36000,Dealer
7806,3,24525,Dealer
7807,3,34000,Dealer
7808,2,7980,Dealer
7809,5,70000,Dealer
7810,5,74962,Dealer
7811,3,39000,Dealer
7812,4,20000,Dealer
7813,4,24000,Dealer
7814,5,63000,Dealer
7815,3,62000,Dealer
7816,3,51000,Dealer
7817,4,55000,Dealer
7818,3,55000,Dealer
7819,4,54452,Dealer
7820,3,15734,Dealer
7821,2,29000,Dealer
7822,4,77665,Dealer
7823,4,67000,Dealer
7824,5,110000,Dealer
7825,3,66470,Dealer
7826,4,39100,Dealer
7827,4,55000,Dealer
7828,3,32000,Dealer
7829,3,43000,Dealer
7830,4,85000,Dealer
7831,4,32000,Dealer
7832,5,55275,Dealer
7833,5,53085,Dealer
7834,3,20613,Dealer
7835,4,38000,Dealer
7836,2,37095,Dealer
7837,2,21000,Dealer
7838,3,20572,Dealer
7839,3,61000,Dealer
7840,5,51000,Dealer
7841,3,17000,Dealer
7842,3,36000,Dealer
7843,4,62428,Dealer
7844,4,34000,Dealer
7845,4,83000,Dealer
7846,4,56000,Dealer
7847,5,51577,Dealer
7848,3,13666,Dealer
7849,2,66622,Dealer
7850,2,19000,Dealer
7851,5,54566,Dealer
7852,3,12000,Dealer
7853,4,53892,Dealer
7854,4,55000,Dealer
7855,5,62000,Dealer
7856,3,89000,Dealer
7857,4,91062,Dealer
7858,3,58511,Dealer
7859,4,64500,Dealer
7860,3,105000,Dealer
7861,4,61000,Dealer
7862,3,48000,Dealer
7863,2,6000,Dealer
7864,4,80321,Dealer
7865,3,25000,Dealer
7866,5,27200,Dealer
7867,4,62000,Dealer
7868,5,66000,Dealer
7869,4,29000,Dealer
7870,5,56000,Dealer
7871,5,53200,Dealer
7872,3,47000,Dealer
7873,4,47000,Dealer
7874,2,19000,Dealer
7875,3,48622,Dealer
7876,4,32940,Dealer
7877,5,95500,Dealer
7878,3,23900,Dealer
7879,4,34000,Dealer
7880,4,72312,Dealer
7881,3,47588,Dealer
7882,3,31000,Dealer
7883,4,39000,Dealer
7884,4,71000,Dealer
7885,2,21400,Dealer
7886,2,19910,Dealer
7887,5,52000,Dealer
7888,4,25000,Dealer
7889,3,36000,Dealer
7890,3,38000,Dealer
7891,4,34000,Dealer
7892,5,54287,Dealer
7893,5,64000,Dealer
7894,4,72000,Dealer
7895,3,69000,Dealer
7896,5,65000,Dealer
7897,4,68200,Dealer
7898,4,52000,Dealer
7899,4,45000,Dealer
7900,3,34000,Dealer
7901,4,57000,Dealer
7902,3,29000,Dealer
7903,2,11000,Dealer
7904,3,42000,Dealer
7905,3,10000,Dealer
7906,3,52000,Dealer
7907,4,68100,Dealer
7908,3,35000,Dealer
7909,5,60000,Dealer
7910,5,58000,Dealer
7911,3,29000,Dealer
7912,3,20000,Dealer
7913,4,68000,Dealer
7914,4,45000,Dealer
7915,4,62000,Dealer
7916,2,22000,Dealer
7917,3,53000,Dealer
7918,4,20272,Dealer
7919,5,70200,Dealer
7920,4,75000,Dealer
7921,2,12000,Dealer
7922,5,480000,Dealer
7923,5,42000,Dealer
7924,5,54000,Dealer
7925,4,33000,Dealer
7926,2,20500,Dealer
7927,4,63000,Dealer
7928,4,62000,Dealer
7929,4,57000,Dealer
7930,5,45417,Dealer
7931,3,37000,Dealer
7932,2,22000,Dealer
7933,5,40000,Dealer
7934,3,18000,Dealer
7935,4,61000,Dealer
7936,5,61003,Dealer
7937,5,26000,Dealer
7938,4,40000,Dealer
7939,4,18000,Dealer
7940,3,44000,Dealer
7941,5,61000,Dealer
7942,3,38300,Dealer
7943,2,13000,Dealer
7944,4,114000,Dealer
7945,2,35000,Dealer
7946,4,13600,Dealer
7947,4,45000,Dealer
7948,5,50000,Dealer
7949,3,20900,Dealer
7950,1,8600,Dealer
7951,4,36000,Dealer
7952,2,12000,Dealer
7953,4,27000,Dealer
7954,3,35000,Dealer
7955,3,62000,Dealer
7956,3,93550,Dealer
7957,5,62000,Dealer
7958,3,35000,Dealer
7959,2,26000,Dealer
7960,4,44000,Dealer
7961,4,52000,Dealer
7962,3,20180,Dealer
7963,5,65000,Dealer
7964,4,45000,Dealer
7965,2,31000,Dealer
7966,5,36355,Dealer
7967,3,9000,Dealer
7968,4,20000,Dealer
7969,4,61326,Dealer
7970,5,68000,Dealer
7971,2,23995,Dealer
7972,4,76000,Dealer
7973,4,31343,Dealer
7974,5,33254,Dealer
7975,4,68000,Dealer
7976,4,35000,Dealer
7977,1,16000,Dealer
7978,4,53100,Dealer
7979,3,34533,Dealer
7980,5,67000,Dealer
7981,5,69919,Dealer
7982,4,22000,Dealer
7983,5,20000,Dealer
7984,4,61000,Dealer
7985,4,45000,Dealer
7986,3,28900,Dealer
7987,3,51000,Dealer
7988,2,16000,Dealer
7989,5,27000,Dealer
7990,4,32000,Dealer
7991,3,34879,Dealer
7992,4,68000,Dealer
7993,2,27200,Dealer
7994,5,75510,Dealer
7995,3,15000,Individual
7996,3,40000,Individual
7997,4,50000,Individual
7998,3,90000,Individual
7999,5,50000,Individual
8000,3,40000,Individual
8001,4,35000,Individual
8002,4,39000,Individual
8003,5,84000,Individual
8004,4,40000,Individual
8005,4,32000,Individual
8006,4,79000,Individual
8007,2,35000,Individual
8008,3,60000,Individual
8009,3,30000,Individual
8010,5,83000,Individual
8011,5,100000,Individual
8012,4,50000,Individual
